full_text,cleaned_text,case_folding,normalisasi,affiliate,stemming,labeling
@PartaiSocmed Out of contex nih si Sosmed. Wkwkwkw. Itu Anies tidak akan maju 2019 melawan Prabowo.. konteks nya 2019 loh ya. Jangan jadi BEGO,Out of contex nih si Sosmed Wkwkwkw Itu Anies tidak akan maju melawan Prabowo konteks nya loh ya Jangan jadi BEGO,out of contex nih si sosmed wkwkwkw itu anies tidak akan maju melawan prabowo konteks nya loh ya jangan jadi bego,out of contex nih sih sosmed wkwkwkw anies maju melawan prabowo konteks nya loh ya bego ,anies,out of contex nih sih sosmed wkwkwkw anies maju lawan prabowo konteks nya loh ya bego,neutral
@sobat_anies Back to basic sih sebenernya.,Back to basic sih sebenernya,back to basic sih sebenernya,back basic sih ,anies,back basic sih,neutral
@Generasi_MudaNU anies emang cakap bicaranya.. tp ga satset eksekusi.. tetap GAMA 🤟,anies emang cakap bicaranya tp ga satset eksekusi tetap GAMA,anies emang cakap bicaranya tp ga satset eksekusi tetap gama,anies cakap bicaranya satset eksekusi gama ,anies,anies cakap bicara satset eksekusi gama,neutral
@sobat_anies Sudah lama menelisik cuitan mereka dan sudah lama unfollow jauh sebelum pilpres. Intinya jgn begitu mudah percaya mereka berdua. Dugaan ku skrg benar mencoba netral di periode tenang pilpras pilpres untuk menarik simpati diluar ideologi dan...  Baanggg!!.. kita tau skrg mek siapa,Sudah lama menelisik cuitan mereka dan sudah lama unfollow jauh sebelum pilpres Intinya jgn begitu mudah percaya mereka berdua Dugaan ku skrg benar mencoba netral di periode tenang pilpras pilpres untuk menarik simpati diluar ideologi dan Baang kita tau skrg mek siapa,sudah lama menelisik cuitan mereka dan sudah lama unfollow jauh sebelum pilpres intinya jgn begitu mudah percaya mereka berdua dugaan ku skrg benar mencoba netral di periode tenang pilpras pilpres untuk menarik simpati diluar ideologi dan baang kita tau skrg mek siapa,menelisik cuitan unfollow pilpres intinya mudah percaya berdua dugaan ku mencoba netral periode tenang pilpras pilpres menarik simpati diluar ideologi bang tau mek ,anies,tisik cuit unfollow pilpres inti mudah percaya dua duga ku coba netral periode tenang pilpras pilpres tarik simpati luar ideologi bang tau mek,positive
@tvOneNews Keren pak Anies memang terbaik untuk kita semua,Keren pak Anies memang terbaik untuk kita semua,keren pak anies memang terbaik untuk kita semua,keren anies terbaik ,anies,keren anies baik,positive
"@abu_qeeana @thejourneyOfan2 @Dennysiregar7 @Dayatchelsea02 @aniesbaswedan JIS dibangun oleh Anies, MRT Jakarta selesai di zaman Anies, LRT dibangun dizaman Anies, itulah buktinya",JIS dibangun oleh Anies MRT Jakarta selesai di zaman Anies LRT dibangun dizaman Anies itulah buktinya,jis dibangun oleh anies mrt jakarta selesai di zaman anies lrt dibangun dizaman anies itulah buktinya,jis dibangun anies mrt jakarta selesai zaman anies lrt dibangun dizaman anies buktinya ,anies,jis bangun anies mrt jakarta selesai zaman anies lrt bangun zaman anies bukti,neutral
@PartaiSocmed Dampak debat Anies membuat lawan pada kepanasan 😂 https://t.co/lEbK5RJITb,Dampak debat Anies membuat lawan pada kepanasan,dampak debat anies membuat lawan pada kepanasan,dampak debat anies lawan kepanasan ,anies,dampak debat anies lawan panas,negative
"@Fahrihamzah Aku melihatnya saat sekarang. Jika kita melihat paslon dr kelakuannya dulu, maka yg paling tidak disukai umat kapir adalah @aniesbaswedan  yg telah menjabat gubernur melalui politik agama‼ paslon paling menjijikkan bagi ku✌ buniyani dan anies keparat yg memanfaatkan agama‼",Aku melihatnya saat sekarang Jika kita melihat paslon dr kelakuannya dulu maka yg paling tidak disukai umat kapir adalah yg telah menjabat gubernur melalui politik agama paslon paling menjijikkan bagi ku buniyani dan anies keparat yg memanfaatkan agama,aku melihatnya saat sekarang jika kita melihat paslon dr kelakuannya dulu maka yg paling tidak disukai umat kapir adalah yg telah menjabat gubernur melalui politik agama paslon paling menjijikkan bagi ku buniyani dan anies keparat yg memanfaatkan agama,paslon kelakuannya disukai umat kapir menjabat gubernur politik agama paslon menjijikkan ku buniyani anies keparat memanfaatkan agama ,anies,paslon laku suka umat kapir jabat gubernur politik agama paslon jijik ku buniyani anies keparat manfaat agama,negative
@Hasbil_Lbs Kemarin klo Anies mau bikin KO wowo sih gampang aja. Tapi sbg pemanasan cukup menang angka aja. Itupun menang telak. Debat berikut Anies akan menang TKO. Nanti di debat terakhir wowo akan dibuat KO dan terkapar. Sabar aja ya 😄,Kemarin klo Anies mau bikin KO wowo sih gampang aja Tapi sbg pemanasan cukup menang angka aja Itupun menang telak Debat berikut Anies akan menang TKO Nanti di debat terakhir wowo akan dibuat KO dan terkapar Sabar aja ya,kemarin klo anies mau bikin ko wowo sih gampang aja tapi sbg pemanasan cukup menang angka aja itupun menang telak debat berikut anies akan menang tko nanti di debat terakhir wowo akan dibuat ko dan terkapar sabar aja ya,kemarin kalo anies bikin wowo sih gampang pemanasan menang angka itupun menang telak debat anies menang tko debat wowo terkapar sabar ya ,anies,kemarin kalo anies bikin wowo sih gampang panas menang angka itu menang telak debat anies menang tko debat wowo kapar sabar ya,positive
@sobat_anies Duitnya kenceng....,Duitnya kenceng,duitnya kenceng,duitnya kencang ,anies,duit kencang,neutral
Anies menuntut keadilan atas korban-korban yang dia ungkapkan barusan. https://t.co/hWnEbpsdFq,Anies menuntut keadilan atas korban korban yang dia ungkapkan barusan,anies menuntut keadilan atas korban korban yang dia ungkapkan barusan,anies menuntut keadilan korban korban ungkapkan barusan ,anies,anies tuntut adil korban korban ungkap barusan,negative
Diatas Anies masih ada #Ahok #DebatCapres https://t.co/RUZxcHQ7fc,Diatas Anies masih ada Ahok Debat Capres,diatas anies masih ada ahok debat capres,diatas anies ahok debat capres ,anies,atas anies ahok debat capres,neutral
ganjar the only one standing on business.  prabowo asal cuap ga usah ditanya.  anies terlalu fokus sama pemerintahan jokowi sampe lupa pemerintahan dia sendiri.,ganjar the only one standing on business prabowo asal cuap ga usah ditanya anies terlalu fokus sama pemerintahan jokowi sampe lupa pemerintahan dia sendiri,ganjar the only one standing on business prabowo asal cuap ga usah ditanya anies terlalu fokus sama pemerintahan jokowi sampe lupa pemerintahan dia sendiri,ganjar the only one standing on business prabowo cuap anies fokus pemerintahan jokowi lupa pemerintahan ,anies,ganjar the only one standing on business prabowo cuap anies fokus perintah jokowi lupa perintah,neutral
"@bengkeldodo @AndreasSolusi @Lembayung071 @axdwin @fadlizon @choymarkochoy @dwioktariyadi @BosPurwa @ekowboy2 @99propaganda Penjelasan Anies logis dan masuk akal Kok, kalau begitu aja nggak ngerti sih wajar lah masuk segment pemilih wowo",Penjelasan Anies logis dan masuk akal Kok kalau begitu aja nggak ngerti sih wajar lah masuk segment pemilih wowo,penjelasan anies logis dan masuk akal kok kalau begitu aja nggak ngerti sih wajar lah masuk segment pemilih wowo,penjelasan anies logis masuk akal mengerti sih wajar masuk segment pemilih wowo ,anies,jelas anies logis masuk akal erti sih wajar masuk segment pilih wowo,positive
"@Harry85469365 @KompasTV Pembawaan orang beda beda, ada yang pembawaan emang keras, ada yang lemah lembut. Malahan kalo soal emosi anies yang terlihat baru awal awal visi misi juga ngamuk.",Pembawaan orang beda beda ada yang pembawaan emang keras ada yang lemah lembut Malahan kalo soal emosi anies yang terlihat baru awal awal visi misi juga ngamuk,pembawaan orang beda beda ada yang pembawaan emang keras ada yang lemah lembut malahan kalo soal emosi anies yang terlihat baru awal awal visi misi juga ngamuk,pembawaan orang beda beda pembawaan keras lemah lembut kalo emosi anies visi misi ngamuk ,anies,bawa orang beda beda bawa keras lemah lembut kalo emosi anies visi misi ngamuk,negative
"@Dennysiregar7 Kalau urusan debat, pidato, olah kata saya tetap percaya anies pemenang. Kalau urusan buzzer, ngompori n provoke denny.s jagonya. Tapi kerja urus negara terlihat udah prabowo lebih suka kerja daripada basa basi.",Kalau urusan debat pidato olah kata saya tetap percaya anies pemenang Kalau urusan buzzer ngompori n provoke denny s jagonya Tapi kerja urus negara terlihat udah prabowo lebih suka kerja daripada basa basi,kalau urusan debat pidato olah kata saya tetap percaya anies pemenang kalau urusan buzzer ngompori n provoke denny s jagonya tapi kerja urus negara terlihat udah prabowo lebih suka kerja daripada basa basi,urusan debat pidato olah percaya anies pemenang urusan buzzer ngompori n provoke denny si jagonya kerja urus negara prabowo suka kerja basa basi ,anies,urus debat pidato olah percaya anies menang urus buzzer ngompori n provoke denny si jago kerja urus negara prabowo suka kerja basa basi,positive
"@PartaiSocmed @prabowo Ni akun Vibes nya jadi mirip mirip PSI waktu Anies gubernur DKI ya, sensi Mulu sama anies",Ni akun Vibes nya jadi mirip mirip PSI waktu Anies gubernur DKI ya sensi Mulu sama anies,ni akun vibes nya jadi mirip mirip psi waktu anies gubernur dki ya sensi mulu sama anies,nih akun vibes nya psi anies gubernur dki ya sensi mulu anies ,anies,nih akun vibes nya psi anies gubernur dki ya sensi mulu anies,neutral
"@AthayaAtletica @masuksoerga Itu perkataan 2018 untuk pilpres 2019 sayang, dia gamau jadi the next jokowi yg blm tuntas 5thn dijkt main maju ae ke pilpres, skrg masa jabatan gub jkt udah tuntas pas 5thn yowes udah ditepati ada yg mengusung jadi capres majulah dia, kalo anies ga maju gaada oposisi gk seru",Itu perkataan untuk pilpres sayang dia gamau jadi the next jokowi yg blm tuntas thn dijkt main maju ae ke pilpres skrg masa jabatan gub jkt udah tuntas pas thn yowes udah ditepati ada yg mengusung jadi capres majulah dia kalo anies ga maju gaada oposisi gk seru,itu perkataan untuk pilpres sayang dia gamau jadi the next jokowi yg blm tuntas thn dijkt main maju ae ke pilpres skrg masa jabatan gub jkt udah tuntas pas thn yowes udah ditepati ada yg mengusung jadi capres majulah dia kalo anies ga maju gaada oposisi gk seru,perkataan pilpres sayang the next jokowi tuntas dijakarta main maju pilpres jabatan gub jakarta tuntas pas yowes ditepati mengusung capres majulah kalo anies maju oposisi seru ,anies,kata pilpres sayang the next jokowi tuntas dijakarta main maju pilpres jabat gub jakarta tuntas pas yowes tepat usung capres maju kalo anies maju oposisi seru,positive
Bukannya pak Prabowo menyerang lebih dahulu mas Anies❓ ( https://t.co/0BydEEFd1k ),Bukannya pak Prabowo menyerang lebih dahulu mas Anies,bukannya pak prabowo menyerang lebih dahulu mas anies,prabowo menyerang mas anies ,anies,prabowo serang mas anies,negative
@edimur1971 @PreciosaKanti Ternyata lebih banyak pendukung prabowo mengakui kalau Anies paling tepat utk RI ke 8. https://t.co/HFFjINbJQG,Ternyata lebih banyak pendukung prabowo mengakui kalau Anies paling tepat utk RI ke,ternyata lebih banyak pendukung prabowo mengakui kalau anies paling tepat utk ri ke,pendukung prabowo mengakui anies ri ,anies,dukung prabowo aku anies ri,positive
@Ganjaran_app @sobat_anies E-KTP gimana kabarnya?,E KTP gimana kabarnya,e ktp gimana kabarnya,e ktp kabarnya ,anies,e ktp kabar,neutral
"@PartaiSocmed @prabowo Kalo memang kamu mengatakan pak Anies menjual peristiwa kematian orang, maka gk ada bedanya dengan kamu yang mengekploitasi kesalahan seseorang yang ingin mengucapkan keadilan bagi korban atas dasar kepentingan mu sebagai pendukung 02",Kalo memang kamu mengatakan pak Anies menjual peristiwa kematian orang maka gk ada bedanya dengan kamu yang mengekploitasi kesalahan seseorang yang ingin mengucapkan keadilan bagi korban atas dasar kepentingan mu sebagai pendukung,kalo memang kamu mengatakan pak anies menjual peristiwa kematian orang maka gk ada bedanya dengan kamu yang mengekploitasi kesalahan seseorang yang ingin mengucapkan keadilan bagi korban atas dasar kepentingan mu sebagai pendukung,kalo anies menjual peristiwa kematian orang bedanya mengekploitasi kesalahan keadilan korban dasar kepentingan mu pendukung ,anies,kalo anies jual peristiwa mati orang beda mengekploitasi salah adil korban dasar penting mu dukung,negative
Breaking News  PENGUMUMAN  Tim Ijtima' Ulama mengumumkan kepada seluruh Peserta Ijtima' Ulama &amp  masyarakat luas bahwa pasangan Capres - Cawapres *ANIES BASWEDAN - MUHAIMIN ISKANDAR* telah menanda-tangani Pakta Integritas hasil Ijtima' Ulama &amp  Tokoh Nasional Tahun 2023. https://t.co/2pOs0LwfSC,Breaking News PENGUMUMAN Tim Ijtima Ulama mengumumkan kepada seluruh Peserta Ijtima Ulama amp masyarakat luas bahwa pasangan Capres Cawapres ANIES BASWEDAN MUHAIMIN ISKANDAR telah menanda tangani Pakta Integritas hasil Ijtima Ulama amp Tokoh Nasional Tahun,breaking news pengumuman tim ijtima ulama mengumumkan kepada seluruh peserta ijtima ulama amp masyarakat luas bahwa pasangan capres cawapres anies baswedan muhaimin iskandar telah menanda tangani pakta integritas hasil ijtima ulama amp tokoh nasional tahun,breaking news pengumuman tim ijtima ulama mengumumkan peserta ijtima ulama amp masyarakat luas pasangan capres cawapres anies baswedan muhaimin iskandar menanda tangani pakta integritas hasil ijtima ulama amp tokoh nasional ,anies,breaking news umum tim ijtima ulama umum serta ijtima ulama amp masyarakat luas pasang capres cawapres anies baswedan muhaimin iskandar tanda tangan pakta integritas hasil ijtima ulama amp tokoh nasional,positive
@zy_zy_its_me Menghianati gimana? Komitmen 5 tahun DKI 1 sudah tuntas tunai dilaksanakan + bonus banyak prestasi.   Kalian maunya Anies jadi abdi Prabowo gitu ya?,Menghianati gimana Komitmen tahun DKI sudah tuntas tunai dilaksanakan bonus banyak prestasi Kalian maunya Anies jadi abdi Prabowo gitu ya,menghianati gimana komitmen tahun dki sudah tuntas tunai dilaksanakan bonus banyak prestasi kalian maunya anies jadi abdi prabowo gitu ya,menghianati komitmen dki tuntas tunai dilaksanakan bonus prestasi maunya anies abdi prabowo ya ,anies,menghianati komitmen dki tuntas tunai laksana bonus prestasi mau anies abdi prabowo ya,positive
"@Gank_Of_Petojo @teguhsd ya betul, awalnya sandi, krn kurang greng berubah ke anies, sandi wakilnya. ditengah jalan sandi diajak lgi sbagai cawapres.  anies komit kagak akan nyapres di 2019 krn ps udh maju ama sandi. saksinya selain ow ada @Gank_Of_Petojo",ya betul awalnya sandi krn kurang greng berubah ke anies sandi wakilnya ditengah jalan sandi diajak lgi sbagai cawapres anies komit kagak akan nyapres di krn ps udh maju ama sandi saksinya selain ow ada,ya betul awalnya sandi krn kurang greng berubah ke anies sandi wakilnya ditengah jalan sandi diajak lgi sbagai cawapres anies komit kagak akan nyapres di krn ps udh maju ama sandi saksinya selain ow ada,ya sandi greng berubah anies sandi wakilnya ditengah jalan sandi diajak cawapres anies komit kagak nyapres pas maju sandi saksinya ow ,anies,ya sandi greng ubah anies sandi wakil tengah jalan sandi ajak cawapres anies komit kagak nyapres pas maju sandi saksi ow,positive
@denokdeblung @fajarnugros Jeng jeng...narasinya itu itu aja. Kalau mau adu prestasi dan kinerja ayo. Mana kinerja dan prestasi calon lain?  Nih sebagian punya anies https://t.co/OzUi30eEQl,Jeng jeng narasinya itu itu aja Kalau mau adu prestasi dan kinerja ayo Mana kinerja dan prestasi calon lain Nih sebagian punya anies,jeng jeng narasinya itu itu aja kalau mau adu prestasi dan kinerja ayo mana kinerja dan prestasi calon lain nih sebagian punya anies,jeng jeng narasinya adu prestasi kinerja ayo kinerja prestasi calon nih anies ,anies,jeng jeng narasi adu prestasi kerja ayo kerja prestasi calon nih anies,positive
@Mdy_Asmara1701 MasyaAllah Ibunda pak Anies turut serta Sehat selalu ya bu..,Masya Allah Ibunda pak Anies turut serta Sehat selalu ya bu,masya allah ibunda pak anies turut serta sehat selalu ya bu,masya allah ibunda anies sehat ya bu ,anies,masya allah ibunda anies sehat ya bu,positive
"Akhirnya Allah memperlihatkan siapa yg paling cerdas dan islami sewaktu debat Anies Baswedan, Prabowo dan Ganjar",Akhirnya Allah memperlihatkan siapa yg paling cerdas dan islami sewaktu debat Anies Baswedan Prabowo dan Ganjar,akhirnya allah memperlihatkan siapa yg paling cerdas dan islami sewaktu debat anies baswedan prabowo dan ganjar,allah cerdas islami debat anies baswedan prabowo ganjar ,anies,allah cerdas islami debat anies baswedan prabowo ganjar,positive
@Ganjaran_app @GibranRakabumi SAT SET TAS TES yg sbnrnya ya ckup joget &amp  irit bicara  kbnykan bacot visi misi bla bla bla ba bi bu ini itu muter2 rakyat udh muak Mas Ganjar Mas Anies 😆,SAT SET TAS TES yg sbnrnya ya ckup joget amp irit bicara kbnykan bacot visi misi bla bla bla ba bi bu ini itu muter rakyat udh muak Mas Ganjar Mas Anies,sat set tas tes yg sbnrnya ya ckup joget amp irit bicara kbnykan bacot visi misi bla bla bla ba bi bu ini itu muter rakyat udh muak mas ganjar mas anies,sat set tas tes sbnrnya ya joget amp irit bicara kbnykan bacot visi misi bla bla bla ba bi bu muter rakyat muak mas ganjar mas anies ,anies,sat set tas tes sbnrnya ya joget amp irit bicara kbnykan bacot visi misi bla bla bla ba bi bu muter rakyat muak mas ganjar mas anies,negative
@OposisiCerdas Pak Anies jaya jaya jaya,Pak Anies jaya jaya jaya,pak anies jaya jaya jaya,anies jaya jaya jaya ,anies,anies jaya jaya jaya,neutral
"@Vioretta_Linda @bengkeldodo @aniesbaswedan @P4P4B0W0_2024 @99propaganda @BANGSAygSUJUD @Bank_Joee_ @are_inismyname @XC1R3NG @OfficialDPP_PBB @Yom_N_Friends @Partono_ADjem @Ndons_Back kasihan ya sales motor, mobil di jakarta kalo jumlah kendaraan sama, berarti dagangannya ga laku laku ya. pemilih anies harus di edukasi biar melek ga milih anies lagi. mosok jadi gubernur jualan agama, ngeteng ayat dan takut takuti mayat. eh mau jadi presiden jualan angin..😂🤣",kasihan ya sales motor mobil di jakarta kalo jumlah kendaraan sama berarti dagangannya ga laku laku ya pemilih anies harus di edukasi biar melek ga milih anies lagi mosok jadi gubernur jualan agama ngeteng ayat dan takut takuti mayat eh mau jadi presiden jualan angin,kasihan ya sales motor mobil di jakarta kalo jumlah kendaraan sama berarti dagangannya ga laku laku ya pemilih anies harus di edukasi biar melek ga milih anies lagi mosok jadi gubernur jualan agama ngeteng ayat dan takut takuti mayat eh mau jadi presiden jualan angin,kasihan ya sales motor mobil jakarta kalo kendaraan dagangannya laku laku ya pemilih anies edukasi biar melek memilih anies mosok gubernur jualan agama ngeteng ayat takut takuti mayat eh presiden jualan angin ,anies,kasihan ya sales motor mobil jakarta kalo kendara dagang laku laku ya pilih anies edukasi biar melek pilih anies mosok gubernur jual agama ngeteng ayat takut takut mayat eh presiden jual angin,positive
"@mas_veel Jogetan.. Cibiran mimik muka. . Dan ejekan kata2 Mas Anies.. Mas Anies.. Adl bukti klo prabowo tdk punya argumen yg cukup utk menghadapi debat Ingat ya, walaupun Mas Anies dulu diusung prabowo di DKI. Tapi sekarang mereka sepanggung dg posisi setara sebagai cawapres",Jogetan Cibiran mimik muka Dan ejekan kata Mas Anies Mas Anies Adl bukti klo prabowo tdk punya argumen yg cukup utk menghadapi debat Ingat ya walaupun Mas Anies dulu diusung prabowo di DKI Tapi sekarang mereka sepanggung dg posisi setara sebagai cawapres,jogetan cibiran mimik muka dan ejekan kata mas anies mas anies adl bukti klo prabowo tdk punya argumen yg cukup utk menghadapi debat ingat ya walaupun mas anies dulu diusung prabowo di dki tapi sekarang mereka sepanggung dg posisi setara sebagai cawapres,jogetan cibiran mimik muka ejekan mas anies mas anies bukti kalo prabowo argumen menghadapi debat ya mas anies diusung prabowo dki sepanggung posisi setara cawapres ,anies,joget cibir mimik muka ejek mas anies mas anies bukti kalo prabowo argumen hadap debat ya mas anies usung prabowo dki panggung posisi tara cawapres,positive
"Kalau saya mah udah biasa terima tantrumnya pendukung Anies. Model response begini mah bejibun. Ntar @Reiza_Patters bilang ini ngga bisa digeneralisir. Baik. Tapi kalau model"" tweet tantrum dengan sok ber-ketinggian moral dan intelektual yg menguasai TL ya bukan lagi anecdotal. https://t.co/rw8Kx9cMMF""",Kalau saya mah udah biasa terima tantrumnya pendukung Anies Model response begini mah bejibun Ntar bilang ini ngga bisa digeneralisir Baik Tapi kalau model tweet tantrum dengan sok ber ketinggian moral dan intelektual yg menguasai TL ya bukan lagi anecdotal,kalau saya mah udah biasa terima tantrumnya pendukung anies model response begini mah bejibun ntar bilang ini ngga bisa digeneralisir baik tapi kalau model tweet tantrum dengan sok ber ketinggian moral dan intelektual yg menguasai tl ya bukan lagi anecdotal,mah terima tantrumnya pendukung anies model response mah bejibun entar bilang digeneralisir model tweet tantrum sok ber ketinggian moral intelektual menguasai tl ya anecdotal ,anies,mah terima tantrumnya dukung anies model response mah bejibun entar bilang digeneralisir model tweet tantrum sok ber tinggi moral intelektual kuasa tl ya anecdotal,positive
"@muchlis_ar Saya yakin pak Anies orang baik, karena dia  diberhentikan dari mentri oleh jokowi dan dimusuhi. Sama halnya dengan bu susi......",Saya yakin pak Anies orang baik karena dia diberhentikan dari mentri oleh jokowi dan dimusuhi Sama halnya dengan bu susi,saya yakin pak anies orang baik karena dia diberhentikan dari mentri oleh jokowi dan dimusuhi sama halnya dengan bu susi,anies orang diberhentikan mentri jokowi dimusuhi halnya bu susi ,anies,anies orang henti tri jokowi musuh hal bu sus,neutral
"@zy_zy_its_me Woyyy...berjasa gimana yaa? Pak Anies ngemis jadi Gubernur githu??? Haahaa anda SALAH. Pak Prabowo gak punya kader mumpuni di Gerindra utk diusung jadi Gubernur DKI makanya beliau meminang Pak Anies, makanya kadernya cuma dijadiin Wakil. Seharusnya Pak Prabowo terimakasih",Woy berjasa gimana yaa Pak Anies ngemis jadi Gubernur githu Haahaa anda SALAH Pak Prabowo gak punya kader mumpuni di Gerindra utk diusung jadi Gubernur DKI makanya beliau meminang Pak Anies makanya kadernya cuma dijadiin Wakil Seharusnya Pak Prabowo terimakasih,woy berjasa gimana yaa pak anies ngemis jadi gubernur githu haahaa anda salah pak prabowo gak punya kader mumpuni di gerindra utk diusung jadi gubernur dki makanya beliau meminang pak anies makanya kadernya cuma dijadiin wakil seharusnya pak prabowo terimakasih,woy berjasa ya anies ngemis gubernur githu haahaa salah prabowo kader mumpuni gerindra diusung gubernur dki beliau meminang anies kadernya dijadikan wakil prabowo terimakasih ,anies,woy jasa ya anies ngemis gubernur githu haahaa salah prabowo kader mumpuni gerindra usung gubernur dki beliau pinang anies kader jadi wakil prabowo terimakasih,negative
Seenggaknya Ganjar-Anies masih 11-12 dripda dibandingin sma Wowo. Tinggal kita tunggu debat Cawapres. GK sabar pengen liat Belimbing Sayur. Hahah  tag Triple J Oposisi Indonesia Forever Simp JAKI sehun Ordal Ahok Emosian Ganjar Mahfud Ginting Ammar Zoni Betah Cadaver Wowo Prabowo https://t.co/MkE5iXeEmZ,Seenggaknya Ganjar Anies masih dripda dibandingin sma Wowo Tinggal kita tunggu debat Cawapres GK sabar pengen liat Belimbing Sayur Hahah tag Triple J Oposisi Indonesia Forever Simp JAKI sehun Ordal Ahok Emosian Ganjar Mahfud Ginting Ammar Zoni Betah Cadaver Wowo Prabowo,seenggaknya ganjar anies masih dripda dibandingin sma wowo tinggal kita tunggu debat cawapres gk sabar pengen liat belimbing sayur hahah tag triple j oposisi indonesia forever simp jaki sehun ordal ahok emosian ganjar mahfud ginting ammar zoni betah cadaver wowo prabowo,seenggaknya ganjar anies dibandingin wowo tinggal tunggu debat cawapres sabar pengin lihat belimbing sayur hahah tag triple oposisi indonesia forever simp jaki sehun ordal ahok emosian ganjar mahfud ganteng ammar zoni betah cadaver wowo prabowo ,anies,enggak ganjar anies dibandingin wowo tinggal tunggu debat cawapres sabar pengin lihat belimbing sayur hahah tag triple oposisi indonesia forever simp jaki hun ordal ahok emosi ganjar mahfud ganteng ammar zoni betah cadaver wowo prabowo,positive
"@SetyoWind @tvOneNews Lho yg ngejek itu Anies, dia bilang pak Prabowo gak tahan jadi oposisi, gak bisa berbisnis dll. Jangan dibalik",Lho yg ngejek itu Anies dia bilang pak Prabowo gak tahan jadi oposisi gak bisa berbisnis dll Jangan dibalik,lho yg ngejek itu anies dia bilang pak prabowo gak tahan jadi oposisi gak bisa berbisnis dll jangan dibalik,lho ngejek anies bilang prabowo tahan oposisi berbisnis dll dibalik ,anies,lho ngejek anies bilang prabowo tahan oposisi bisnis dll balik,negative
"@VIVAcoid Huqhahahaha..........ketum katro, ANIES mau di lawan......mampus lo di kebiri kan si gemoy wkwjwkw",Huqhahahaha ketum katro ANIES mau di lawan mampus lo di kebiri kan si gemoy wkwjwkw,huqhahahaha ketum katro anies mau di lawan mampus lo di kebiri kan si gemoy wkwjwkw,huqhahahaha ketum katro anies lawan mampus lo kebiri sih gemoy wkwjwkw ,anies,huqhahahaha tum katro anies lawan mampus lo kebiri sih gemoy wkwjwkw,negative
"@Jakathea13 @AndisBoga @muchlis_ar Dia udh ngga bisa banggain calon lain, akhirnya cuma bisa 'mendegradasi' Anies, tanpa sadar, debat kemarin membuat pendukung Anies makin solid 😁",Dia udh ngga bisa banggain calon lain akhirnya cuma bisa mendegradasi Anies tanpa sadar debat kemarin membuat pendukung Anies makin solid,dia udh ngga bisa banggain calon lain akhirnya cuma bisa mendegradasi anies tanpa sadar debat kemarin membuat pendukung anies makin solid,banggakan calon mendegradasi anies sadar debat kemarin pendukung anies solid ,anies,bangga calon degradasi anies sadar debat kemarin dukung anies solid,positive
"@anasurbaningrum Tidak bermaksud berlebihan, 2 kriteria analisa yg Mas @anasurbaningrum paparkan. Penjelasan Visi Misi Anies paling Komprehensif &amp  Substantif, Bkn cuma itu Secara Implementatif Anies telah Aplikasikan Janjinya Saat jadi Gubernur DKI. Adakah Kebijakan Anies yg tdk Pro pd Rakyat?",Tidak bermaksud berlebihan kriteria analisa yg Mas paparkan Penjelasan Visi Misi Anies paling Komprehensif amp Substantif Bkn cuma itu Secara Implementatif Anies telah Aplikasikan Janjinya Saat jadi Gubernur DKI Adakah Kebijakan Anies yg tdk Pro pd Rakyat,tidak bermaksud berlebihan kriteria analisa yg mas paparkan penjelasan visi misi anies paling komprehensif amp substantif bkn cuma itu secara implementatif anies telah aplikasikan janjinya saat jadi gubernur dki adakah kebijakan anies yg tdk pro pd rakyat,kriteria analisa mas paparkan penjelasan visi misi anies komprehensif amp substantif implementatif anies aplikasikan janjinya gubernur dki adakah kebijakan anies pro rakyat ,anies,kriteria analisa mas papar jelas visi misi anies komprehensif amp substantif implementatif anies aplikasi janji gubernur dki ada bijak anies pro rakyat,neutral
"@Ryan_Fighter7 Memang Anies hebat membuat lawan pada panas, ayo turunkan tensi https://t.co/GD1MD8qR6U",Memang Anies hebat membuat lawan pada panas ayo turunkan tensi,memang anies hebat membuat lawan pada panas ayo turunkan tensi,anies hebat lawan panas ayo turunkan tensi ,anies,anies hebat lawan panas ayo turun tensi,positive
@maisadalsad @Gerindra @prabowo anies nyindir di awal belum mulai ya? 🙄,anies nyindir di awal belum mulai ya,anies nyindir di awal belum mulai ya,anies menyindir ya ,anies,anies sindir ya,neutral
